entity_id,name,category_raw,address_clean,postcode_digits,county,city_market,lat,lon,website,phones,emails,maps_url,open_status_norm,working_hours,facebook,instagram,whatsapp,youtube,tiktok,linkedin,twitter
LDI1-RO-DE-H13B-95Z6-59,Clinica EB Dent Cluj-Napoca,Clinică de stomatologie,"Strada Emil Isac 21, Cluj-Napoca",400023,Cluj,Cluj-Napoca,46.7709371,23.584742,https://ebdent.ro/programari-online/,+40753755881,,https://www.google.com/maps/place/Clinica+EB+Dent+Cluj-Napoca/data=!4m7!3m6!1s0x4749090f54420425:0x3612785494d9e008!8m2!3d46.7709371!4d23.584742!16s%2Fg%2F11qn10btq9!19sChIJJQRCVA8JSUcRCODZlFR4EjY?authuser=0&hl=ro&rclk=1,open,miercuri: 08–22; joi: 08–22; vineri: 08–22; sâmbătă: 08–20; duminică: 08–20; luni: 08–22; marți: 08–22,,,,,,,
LDI1-RO-DE-Z84H-RMDR-61,MD Aesthetic Smile Clinic,Clinică de stomatologie,"Aleea Padin 20, Cluj-Napoca",400517,Cluj,Cluj-Napoca,46.758168,23.5517999,,+40749836155,,"https://www.google.com/maps/place/MD+Aesthetic+Smile+Clinic/@46.758168,23.5517999,17z/data=!3m1!4b1!4m6!3m5!1s0x47490f2a47199289:0x9d2fe4fc1508aa06!8m2!3d46.758168!4d23.5517999!16s%2Fg%2F11s8y3hnqv?hl=ro&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",open,miercuri: 09–19; joi: 14–19; vineri: 09–14; sâmbătă: Închis; duminică: Închis; luni: Închis; marți: 09–19,,,,,,,
LDI1-RO-DE-32GK-8BX5-15,"Pop Daciana, Cabinet Medical Individual De Stomatologie",Stomatolog,"Aleea Bizușa 2, Cluj-Napoca",400429,Cluj,Cluj-Napoca,46.7673166,23.6207598,,+40264553094,,"https://www.google.com/maps/place/Pop+Daciana,+Cabinet+Medical+Individual+De+Stomatologie/data=!4m7!3m6!1s0x47490c417eb56bd1:0xc6c5cf7c800a86c4!8m2!3d46.7673166!4d23.6207598!16s%2Fg%2F1hc1m01zh!19sChIJ0Wu1fkEMSUcRxIYKgHzPxcY?authuser=0&hl=ro&rclk=1",open,miercuri: 10–14; joi: 16–20; vineri: 10–14; sâmbătă: Închis; duminică: Închis; luni: 16–20; marți: 16–20,,,,,,,
LDI1-RO-DE-G4YC-J0SW-20,Megadent - cabinet stomatologic Cluj,Clinică de stomatologie,"Strada Primăverii 11A, Cluj-Napoca",400655,Cluj,Cluj-Napoca,46.7548851,23.5567789,https://megadentcluj.ro/contact-clinica-dentara/,+40745779900,megadentcluj@gmail.com,https://www.google.com/maps/place/Megadent+-+cabinet+stomatologic+Cluj/data=!4m7!3m6!1s0x47490f52c3b3d885:0x63095ee40dd579fc!8m2!3d46.7548851!4d23.5567789!16s%2Fg%2F11p4zql7j1!19sChIJhdizw1IPSUcR_HnVDeReCWM?authuser=0&hl=ro&rclk=1,unspecified,,https://www.facebook.com/people/MegaDent-Cluj-Napoca/100025207266998,https://www.instagram.com/megadent_cluj,,,,,
LDI1-RO-DE-1HFX-WYRC-65,ArialDent,Clinică de stomatologie,"Strada Vasile Lupu 14, Cluj-Napoca",400423,Cluj,Cluj-Napoca,46.7658593,23.6073682,,+40264550048,,https://www.google.com/maps/place/ArialDent/data=!4m7!3m6!1s0x47490c3a5e2e3de1:0xa38598026320aea3!8m2!3d46.7658593!4d23.6073682!16s%2Fg%2F1tdn7g4k!19sChIJ4T0uXjoMSUcRo64gYwKYhaM?authuser=0&hl=ro&rclk=1,open,miercuri: 13–19; joi: 13–19; vineri: 13–15; sâmbătă: Închis; duminică: Închis; luni: 13–19; marți: 13–19,,,,,,,
LDI1-RO-DE-1EB7-DJR4-55,MD Clinic,Clinică de stomatologie,"Strada Frederic Joliot Curie 2, Cluj-Napoca",400106,Cluj,Cluj-Napoca,46.7722329,23.5929869,https://www.mdclinic.ro/,+40723203639,contact@mdclinic.ro,https://www.google.com/maps/place/MD+Clinic/data=!4m7!3m6!1s0x47490c2759cc3d27:0x3b5e88b526fabaa1!8m2!3d46.7722329!4d23.5929869!16s%2Fg%2F11gztqrxh!19sChIJJz3MWScMSUcRobr6JrWIXjs?authuser=0&hl=ro&rclk=1,open,miercuri: 09–20; joi: 09–20; vineri: 09–20; sâmbătă: 09–14; duminică: Închis; luni: 09–20; marți: 09–20,https://www.facebook.com/MD-Clinic-Cluj-236904379700887,https://www.instagram.com/md.clinic,,,,,
LDI1-RO-DE-1ZJ7-A0SV-72,DR. Suteu,Stomatolog,"Strada Mehedinți 90, Cluj-Napoca",400535,Cluj,Cluj-Napoca,46.7520693,23.5635281,https://www.cabinetstomatologiccluj.com/,+40745511495,savandenisa@yahoo.com,https://www.google.com/maps/place/DR.+Suteu/data=!4m7!3m6!1s0x47490fc3c986c78d:0xc9cb2f6fa22e6f96!8m2!3d46.7520693!4d23.5635281!16s%2Fg%2F11fl4lsw8h!19sChIJjceGycMPSUcRlm8uom8vy8k?authuser=0&hl=ro&rclk=1,open,miercuri: 09–19; joi: 09–19; vineri: 09–19; sâmbătă: Închis; duminică: Închis; luni: 09–19; marți: 09–19,,,,,,,
LDI1-RO-DE-ZVBN-24SG-47,D'institute,Stomatolog,"Str. General Eremia Grigorescu 51, Cluj-Napoca",400394,Cluj,Cluj-Napoca,46.7729732,23.5684269,https://dinstitute.ro/programare/,+40754478202,,https://www.google.com/maps/place/D%27institute/data=!4m7!3m6!1s0x47490f691894a0c7:0xb594e74158759ba!8m2!3d46.7729732!4d23.5684269!16s%2Fg%2F11fcssyj08!19sChIJx6CUGGkPSUcRulmHFXROWQs?authuser=0&hl=ro&rclk=1,open,miercuri: 10–18; joi: 12–20; vineri: 10–18; sâmbătă: Închis; duminică: Închis; luni: 12–20; marți: 12–20,,,,,,,
LDI1-RO-DE-PDER-QM9F-78,Mb Dental- clinica stomatologica Cluj Napoca,Stomatolog,"Strada Salcâmului 21, Cluj-Napoca",400394,Cluj,Cluj-Napoca,46.7649421,23.567576,https://mbdental.ro/before-after/,+40749203455,office@mbdental.ro,https://www.google.com/maps/place/Mb+Dental-+clinica+stomatologica+Cluj+Napoca/data=!4m7!3m6!1s0x47490dcd7846fd79:0x5affc9266222ba37!8m2!3d46.7649421!4d23.567576!16s%2Fg%2F1vxfyyt_!19sChIJef1GeM0NSUcRN7oiYibJ_1o?authuser=0&hl=ro&rclk=1,open,miercuri: 09–20:30; joi: 09–20:30; vineri: 09–19; sâmbătă: Închis; duminică: Închis; luni: 09–20:30; marți: 09–20:30,https://www.facebook.com/mbdentalcluj,https://www.instagram.com/mbdental.microscopedentistry,https://wa.me/+40749203455,https://www.youtube.com/user/mbcentercluj,,,
LDI1-RO-DE-G4RT-FGM8-71,V&B Dental Clinique dr Nechita Bogdan Andrei,Clinică de stomatologie,"Str. Eroilor 378 Spațiul, Floresti",407280,Cluj,Florești,46.7338199,23.4825886,,+40749335645,,https://www.google.com/maps/place/V%26B+Dental+Clinique+dr+Nechita+Bogdan+Andrei/data=!4m7!3m6!1s0x4749110243303af5:0xe9b8d499b40b5c5c!8m2!3d46.7338199!4d23.4825886!16s%2Fg%2F11t46ryd3j!19sChIJ9TowQwIRSUcRXFwLtJnUuOk?authuser=0&hl=ro&rclk=1,open,miercuri: 10–18; joi: 10–18; vineri: 10–12; sâmbătă: Închis; duminică: Închis; luni: 10–18; marți: 10–18,,,,,,,
LDI1-RO-DE-1928-HCGA-68,Cabinet Stomatologic Dr. Berindeanu Magdalena,Stomatolog,"Strada Urușagului 16, Floresti",407280,Cluj,Florești,46.7405775,23.4708272,,+40740027271,,https://www.google.com/maps/place/Cabinet+Stomatologic+Dr.+Berindeanu+Magdalena/data=!4m7!3m6!1s0x47491021d56e3891:0xa20e7207aca7a507!8m2!3d46.7405775!4d23.4708272!16s%2Fg%2F1hjh001rl!19sChIJkThu1SEQSUcRB6WnrAdyDqI?authuser=0&hl=ro&rclk=1,open,miercuri: 10–20:30; joi: 10–19; vineri: 10–20:30; sâmbătă: 10–20; duminică: Închis; luni: 10–20:30; marți: 10–19,,,,,,,
LDI1-RO-DE-16BA-MG9C-02,Clinica Stomatologica MR Dentalmed Florești,Clinică de stomatologie,"Strada Avram Iancu 203, Floresti",407280,Cluj,Florești,46.7443805,23.4854142,https://www.mrdentalmed.ro/,+40264234234,office@mrdentalmed.ro,https://www.google.com/maps/place/Clinica+Stomatologica+MR+Dentalmed+Flore%C8%99ti/data=!4m7!3m6!1s0x47490fd969dad8a5:0x1f060cc9527c223c!8m2!3d46.7443805!4d23.4854142!16s%2Fg%2F11clqwy1j5!19sChIJpdjaadkPSUcRPCJ8UskMBh8?authuser=0&hl=ro&rclk=1,open,miercuri: 09–20; joi: 09–20; vineri: 09–20; sâmbătă: Închis; duminică: Închis; luni: 09–20; marți: 09–20,,https://www.instagram.com/mrdentalmed,,,,,
LDI1-RO-DE-1CAN-EHQM-59,U-Smile,Clinică de stomatologie,"Str. Eroilor 15, Floresti",407280,Cluj,Florești,46.7393012,23.4842527,https://www.u-smile.ro/,+40364404256,contact@u-smile.ro,https://www.google.com/maps/place/U-Smile/data=!4m7!3m6!1s0x47491028842e27a9:0x5ad1be6db96ba433!8m2!3d46.7393012!4d23.4842527!16s%2Fg%2F11cm0gt6bb!19sChIJqScuhCgQSUcRM6RruW2-0Vo?authuser=0&hl=ro&rclk=1,open,miercuri: 09–20; joi: 09–20; vineri: 09–19; sâmbătă: Închis; duminică: Închis; luni: 09–20; marți: 09–20,https://www.facebook.com/Clinica-Stomatologica-U-Smile-607088862780186,,,,,,
LDI1-RO-DE-178X-104T-78,EDENth,Clinică de stomatologie,"Strada Avram Iancu 410a, Floresti",407280,Cluj,Florești,46.7460994,23.5199847,https://www.edenth.ro/,,contact@edenth.ro,https://www.google.com/maps/place/EDENth/data=!4m7!3m6!1s0x47490f0013973b73:0x6a306fb04e89122b!8m2!3d46.7460994!4d23.5199847!16s%2Fg%2F11vzrww6ln!19sChIJczuXEwAPSUcRKxKJTrBvMGo?authuser=0&hl=ro&rclk=1,open,miercuri: 09–21; joi: 09–21; vineri: 09–21; sâmbătă: 09–14; duminică: Închis; luni: 09–21; marți: 09–21,,,,,https://www.tiktok.com/@clinicaedenth.floresti,,
LDI1-RO-DE-1GR3-EY4X-28,Dent Complet,Clinică de stomatologie,"Strada Louis Pasteur 60, Cluj-Napoca",400353,Cluj,Cluj-Napoca,46.7553034,23.5765812,https://www.dentcomplet.ro/,+40364431150,dentcomplet@gmail.com,https://www.google.com/maps/place/Dent+Complet/data=!4m7!3m6!1s0x47490e78c7281261:0x6c70e192c179e096!8m2!3d46.7553034!4d23.5765812!16s%2Fg%2F1tg4k4yg!19sChIJYRIox3gOSUcRluB5wZLhcGw?authuser=0&hl=ro&rclk=1,open,miercuri: 09–21; joi: 09–21; vineri: 09–21; sâmbătă: Închis; duminică: Închis; luni: 09–21; marți: 09–21,,https://www.instagram.com/dentcomplet,https://wa.me/40741263646,,https://www.tiktok.com/@dentcomplet,https://www.linkedin.com/company/dentcomplet,
LDI1-RO-DE-1AHR-KQF6-02,7Pirouette The Dental Hub,Clinică de stomatologie,"Strada Eugen Ionesco 125, Cluj-Napoca",400357,Cluj,Cluj-Napoca,46.7367147,23.5880993,https://www.oralux.ro/,+40770944509,contact@oralux.ro,"https://www.google.com/maps/place/7Pirouette+The+Dental+Hub/@46.7367147,23.5880993,17z/data=!3m1!4b1!4m6!3m5!1s0x47490d0ad2cf0e1d:0xa8fe239545bddfca!8m2!3d46.7367147!4d23.5880993!16s%2Fg%2F11rx7zpc6c?hl=ro&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",open,miercuri: 09–20; joi: 09–20; vineri: 09–17; sâmbătă: 09–17; duminică: Închis; luni: 09–20; marți: 09–20,,,,,,,
LDI1-RO-DE-N9KY-H16M-25,Dentosan Med,Stomatolog,"Strada Fabricii 2, Cluj-Napoca",400620,Cluj,Cluj-Napoca,46.7796196,23.6146899,https://dentosanmed.ro/programari-online-clinica-dentara-cluj/,+40733974497,info@dentosanmed.ro,https://www.google.com/maps/place/Dentosan+Med/data=!4m7!3m6!1s0x47490c1a099dcbeb:0x87a19301c85640a8!8m2!3d46.7796196!4d23.6146899!16s%2Fg%2F1hc1dn6c6!19sChIJ68udCRoMSUcRqEBWyAGToYc?authuser=0&hl=ro&rclk=1,open,miercuri: 09–20; joi: 09–20; vineri: 09–20; sâmbătă: Închis; duminică: Închis; luni: 09–20; marți: 09–20,,,,,,,
LDI1-RO-DE-1Q32-GJ9H-89,Cabinet Stomatologie Radiologie dr. Savan Anamaria,Clinică de stomatologie,"Calea Victoriei 122, Turda",401058,Cluj,Turda,46.5589802,23.8151408,,+40746148701,,https://www.google.com/maps/place/Cabinet+Stomatologie+Radiologie+dr.+Savan+Anamaria/data=!4m7!3m6!1s0x474967c4bac97c5f:0x545c0e5754940ae2!8m2!3d46.5589802!4d23.8151408!16s%2Fg%2F11ft59zz9m!19sChIJX3zJusRnSUcR4gqUVFcOXFQ?authuser=0&hl=ro&rclk=1,open,miercuri: 16–20; joi: 16–20; vineri: 16–20; sâmbătă: Închis; duminică: Închis; luni: 16–20; marți: 16–20,,,,,,,
LDI1-RO-DE-SPE7-AKEQ-86,Stoma Care,Clinică de stomatologie,"Piața Republicii 23, Turda",401157,Cluj,Turda,46.5705,23.785271,https://clinicastomacare.ro/contact,+40747153994,contact@clinicastomacare.ro,https://www.google.com/maps/place/Stoma+Care/data=!4m7!3m6!1s0x47496898db024489:0xbe5f70c7ab0242a7!8m2!3d46.5705!4d23.785271!16s%2Fg%2F12cp3sk_n!19sChIJiUQC25hoSUcRp0ICq8dwX74?authuser=0&hl=ro&rclk=1,open,miercuri: 09–21; joi: 09–21; vineri: 09–21; sâmbătă: 10–14; duminică: Închis; luni: 09–21; marți: 09–21,https://www.facebook.com/clinicastomacareturda,https://www.instagram.com/stomacareturda,,,,,
LDI1-RO-DE-ZTQH-H5MF-10,Dental Care,Stomatolog,"Strada Libertății 8, Turda",407405,Cluj,Turda,46.5672766,23.7826096,,+40757999273,,https://www.google.com/maps/place/Dental+Care/data=!4m7!3m6!1s0x4749689befc3e3f5:0xa3a03787eab77534!8m2!3d46.5672766!4d23.7826096!16s%2Fg%2F1yg4dh_wb!19sChIJ9ePD75toSUcRNHW36oc3oKM?authuser=0&hl=ro&rclk=1,open,miercuri: 09–20; joi: 09–20; vineri: 09–20; sâmbătă: Închis; duminică: Închis; luni: 09–20; marți: 09–20,,,,,,,
LDI1-RO-DE-TG3M-FR81-74,Fabian Andrei Ioan,Stomatolog,"Strada Ecaterina Teodoroiu 9, Turda",000000,Cluj,Turda,46.5782743,23.7788199,https://www.drfabian.ro/,+40264316378,office@drfabian.ro,https://www.google.com/maps/place/Fabian+Andrei+Ioan/data=!4m7!3m6!1s0x474968bc119567e9:0xaed26e937cff18ca!8m2!3d46.5782743!4d23.7788199!16s%2Fg%2F1hcb4frvy!19sChIJ6WeVEbxoSUcRyhj_fJNu0q4?authuser=0&hl=ru&rclk=1,unspecified,,,,,,,,
LDI1-RO-DE-1QCN-Q8XV-43,Bianca Varga Dental Clinic,Stomatolog,"Strada Mihai Viteazul 5, Turda",407405,Cluj,Turda,46.556702,23.805678,https://www.biancacretu-dentalclinic.ro/,,office@biancacretu-dentalclinic.ro,https://www.google.com/maps/place/Bianca+Varga+Dental+Clinic/data=!4m7!3m6!1s0x474967c3c5801727:0x13431bc7f5c0ec74!8m2!3d46.556702!4d23.805678!16s%2Fg%2F11pb1_5_gw!19sChIJJxeAxcNnSUcRdOzA9ccbQxM?authuser=0&hl=ro&rclk=1,open,miercuri: 09–20; joi: 09–17; vineri: 09–15; sâmbătă: 09–14:30; duminică: Închis; luni: 09–20; marți: 09–18,https://www.facebook.com/biancadentalclinic,,,,,,
LDI1-RO-DE-1071-EZ54-72,Dr. Stomatolog Bogdan Iuga,Stomatolog,"Aleea Azuga 5, Cluj-Napoca",400452,Cluj,Cluj-Napoca,46.7627347,23.6192085,https://www.bogdaniuga.ro/,+40747994777,,"https://www.google.com/maps/place/Dr.+Stomatolog+Bogdan+Iuga/@46.7627347,23.6192085,17z/data=!3m1!4b1!4m6!3m5!1s0x47490c47d9a4a79f:0x3b41594b81b83510!8m2!3d46.7627347!4d23.6192085!16s%2Fg%2F1hc764h8j?hl=ro&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",open,miercuri: 13–19; joi: 13–19; vineri: 09–15; sâmbătă: Închis; duminică: Închis; luni: 13–19; marți: 09–14,,,,,,,
LDI1-RO-DE-PKPA-3EPJ-23,Clinica Nolmed - Tratamente si Urgente Stomatologice Turda,Clinică de stomatologie,"Calea Victoriei, Turda",407405,Cluj,Turda,46.5578791,23.8082069,,+40736384939,,https://www.google.com/maps/place/Clinica+Nolmed+-+Tratamente+si+Urgente+Stomatologice+Turda/data=!4m7!3m6!1s0x4749671bc95b8f3f:0x20984b02caf60dc!8m2!3d46.5578791!4d23.8082069!16s%2Fg%2F11y1b_2nqm!19sChIJP49byRtnSUcR3GCvLLCECQI?authuser=0&hl=ro&rclk=1,open,miercuri: Închis; joi: 08–20; vineri: 08–18; sâmbătă: Închis; duminică: Închis; luni: Închis; marți: Închis,,,,,,,
LDI1-RO-DE-1J46-TYD8-91,Clinica de Stomatologie V-Dental,Stomatolog,"Calea Victoriei 116, Turda",407405,Cluj,Turda,46.5583204,23.8120537,https://vdental.ro/,+40264323057,contact@vdental.ro,https://www.google.com/maps/place/Clinica+de+Stomatologie+V-Dental/data=!4m7!3m6!1s0x4749663850903a47:0xc50dbcaea15de95e!8m2!3d46.5583204!4d23.8120537!16s%2Fg%2F11h3c55x_y!19sChIJRzqQUDhmSUcRXuldoa68DcU?authuser=0&hl=ro&rclk=1,open,miercuri: 13–19; joi: 09–14; vineri: 09–14; sâmbătă: Închis; duminică: Închis; luni: 13–19; marți: 13–19,,,,,,,
LDI1-RO-DE-HD83-0BB3-80,Dentistiq Implant,Clinică de stomatologie,"Strada Baladei 1A, Turda",401007,Cluj,Turda,46.558705,23.8000104,https://dentistiqimplant.ro/,+40752517389,,"https://www.google.com/maps/place/Dentistiq+Implant/@46.558705,23.8000104,17z/data=!3m1!4b1!4m6!3m5!1s0x474966300173b845:0x5e53fb243b4bfee8!8m2!3d46.558705!4d23.8000104!16s%2Fg%2F1v1tlwfd?hl=ro&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA3M0gBUAM%3D",open,miercuri: 15–21; joi: 15–21; vineri: Închis; sâmbătă: Închis; duminică: Închis; luni: 15–21; marți: 09–15,,,,,,,
LDI1-RO-DE-ZW70-MFF2-14,Dentissima Clinique,Stomatolog,"Strada Lotus 24, Turda",000000,Cluj,Turda,46.5560047,23.8162214,https://www.dentissimaclinique.com/,+40364566544,,https://www.google.com/maps/place/Dentissima+Clinique/data=!4m7!3m6!1s0x474967004256c081:0x41bafa6e87737067!8m2!3d46.5560047!4d23.8162214!16s%2Fg%2F11lttky87s!19sChIJgcBWQgBnSUcRZ3Bzh276ukE?authuser=0&hl=ro&rclk=1,open,miercuri: 09–20; joi: 09–20; vineri: 09–20; sâmbătă: Închis; duminică: Închis; luni: 09–20; marți: 09–20,,,,,,,
